local_datetime,canopy_cover,species,site,method
2020-10-22T12:00:00,2.39,Lactuca sativa var. longifolia,9,Green Canopy Cover Estimation from Field Scanner RGB images
2020-11-05T12:00:00,39.4,Lactuca sativa var. longifolia,10,Green Canopy Cover Estimation from Field Scanner RGB images
2020-11-05T12:00:00,58.6,Lactuca sativa var. longifolia,3,Green Canopy Cover Estimation from Field Scanner RGB images
2020-11-05T12:00:00,93.5,Brassica oleracea var. italica,4,Green Canopy Cover Estimation from Field Scanner RGB images
2020-11-05T12:00:00,48,Lactuca sativa var. longifolia,9,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-09T12:00:00,1.04e-06,Lactuca sativa var. longifolia,10,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-09T12:00:00,1.42,Lactuca sativa var. longifolia,3,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-09T12:00:00,21.5,Brassica oleracea var. italica,4,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-09T12:00:00,0.0133,Lactuca sativa var. longifolia,9,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-28T12:00:00,12.4,Lactuca sativa var. longifolia,10,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-28T12:00:00,36.6,Lactuca sativa var. longifolia,3,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-28T12:00:00,82.3,Brassica oleracea var. italica,4,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-28T12:00:00,13.4,Lactuca sativa var. longifolia,9,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-28T12:00:00,12.4,Lactuca sativa var. longifolia,10,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-28T12:00:00,36.6,Lactuca sativa var. longifolia,3,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-28T12:00:00,82.3,Brassica oleracea var. italica,4,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-28T12:00:00,13.4,Lactuca sativa var. longifolia,9,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-28T12:00:00,12.4,Lactuca sativa var. longifolia,10,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-28T12:00:00,36.6,Lactuca sativa var. longifolia,3,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-28T12:00:00,82.3,Brassica oleracea var. italica,4,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-28T12:00:00,13.4,Lactuca sativa var. longifolia,9,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-02T12:00:00,0.0242,Lactuca sativa var. longifolia,10,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-02T12:00:00,0.00228,Lactuca sativa var. longifolia,3,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-02T12:00:00,2.91,Brassica oleracea var. italica,4,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-02T12:00:00,0.0178,Lactuca sativa var. longifolia,9,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-29T12:00:00,16.1,Lactuca sativa var. longifolia,10,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-29T12:00:00,35.6,Lactuca sativa var. longifolia,3,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-29T12:00:00,87.4,Brassica oleracea var. italica,4,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-29T12:00:00,13.4,Lactuca sativa var. longifolia,9,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-29T12:00:00,16.1,Lactuca sativa var. longifolia,10,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-29T12:00:00,35.6,Lactuca sativa var. longifolia,3,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-29T12:00:00,87.4,Brassica oleracea var. italica,4,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-29T12:00:00,13.4,Lactuca sativa var. longifolia,9,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-29T12:00:00,16.1,Lactuca sativa var. longifolia,10,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-29T12:00:00,35.6,Lactuca sativa var. longifolia,3,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-29T12:00:00,87.4,Brassica oleracea var. italica,4,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-29T12:00:00,13.4,Lactuca sativa var. longifolia,9,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-19T12:00:00,1.11,Lactuca sativa var. longifolia,10,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-19T12:00:00,8.96,Lactuca sativa var. longifolia,3,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-19T12:00:00,64.6,Brassica oleracea var. italica,4,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-19T12:00:00,0.249,Lactuca sativa var. longifolia,9,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-19T12:00:00,1.11,Lactuca sativa var. longifolia,10,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-19T12:00:00,8.96,Lactuca sativa var. longifolia,3,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-19T12:00:00,64.6,Brassica oleracea var. italica,4,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-19T12:00:00,0.249,Lactuca sativa var. longifolia,9,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-19T12:00:00,1.11,Lactuca sativa var. longifolia,10,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-19T12:00:00,8.96,Lactuca sativa var. longifolia,3,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-19T12:00:00,64.6,Brassica oleracea var. italica,4,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-19T12:00:00,0.249,Lactuca sativa var. longifolia,9,Green Canopy Cover Estimation from Field Scanner RGB images
2020-11-03T12:00:00,36.2,Lactuca sativa var. capitata,iceberg,Green Canopy Cover Estimation from Field Scanner RGB images
2020-11-03T12:00:00,36.2,Lactuca sativa var. capitata,iceberg,Green Canopy Cover Estimation from Field Scanner RGB images
2020-11-03T12:00:00,36.2,Lactuca sativa var. capitata,iceberg,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-06T12:00:00,0,Lactuca sativa var. longifolia,10,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-06T12:00:00,0.0384,Lactuca sativa var. longifolia,3,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-06T12:00:00,12.2,Brassica oleracea var. italica,4,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-06T12:00:00,0.00922,Lactuca sativa var. longifolia,9,Green Canopy Cover Estimation from Field Scanner RGB images
2020-11-06T12:00:00,41.3,Lactuca sativa var. longifolia,10,Green Canopy Cover Estimation from Field Scanner RGB images
2020-11-06T12:00:00,59.3,Lactuca sativa var. longifolia,3,Green Canopy Cover Estimation from Field Scanner RGB images
2020-11-06T12:00:00,93.8,Brassica oleracea var. italica,4,Green Canopy Cover Estimation from Field Scanner RGB images
2020-11-06T12:00:00,52.3,Lactuca sativa var. longifolia,9,Green Canopy Cover Estimation from Field Scanner RGB images
2020-11-06T12:00:00,41.3,Lactuca sativa var. longifolia,10,Green Canopy Cover Estimation from Field Scanner RGB images
2020-11-06T12:00:00,59.3,Lactuca sativa var. longifolia,3,Green Canopy Cover Estimation from Field Scanner RGB images
2020-11-06T12:00:00,93.8,Brassica oleracea var. italica,4,Green Canopy Cover Estimation from Field Scanner RGB images
2020-11-06T12:00:00,52.3,Lactuca sativa var. longifolia,9,Green Canopy Cover Estimation from Field Scanner RGB images
2020-11-06T12:00:00,41.3,Lactuca sativa var. longifolia,10,Green Canopy Cover Estimation from Field Scanner RGB images
2020-11-06T12:00:00,59.3,Lactuca sativa var. longifolia,3,Green Canopy Cover Estimation from Field Scanner RGB images
2020-11-06T12:00:00,93.8,Brassica oleracea var. italica,4,Green Canopy Cover Estimation from Field Scanner RGB images
2020-11-06T12:00:00,52.3,Lactuca sativa var. longifolia,9,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-01T12:00:00,0.00726,Lactuca sativa var. longifolia,10,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-01T12:00:00,0.000186,Lactuca sativa var. longifolia,3,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-01T12:00:00,0.339,Brassica oleracea var. italica,4,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-01T12:00:00,0.0153,Lactuca sativa var. longifolia,9,Green Canopy Cover Estimation from Field Scanner RGB images
2020-11-02T12:00:00,29.9,Lactuca sativa var. longifolia,10,Green Canopy Cover Estimation from Field Scanner RGB images
2020-11-02T12:00:00,52.8,Lactuca sativa var. longifolia,3,Green Canopy Cover Estimation from Field Scanner RGB images
2020-11-02T12:00:00,91.9,Brassica oleracea var. italica,4,Green Canopy Cover Estimation from Field Scanner RGB images
2020-11-02T12:00:00,37.3,Lactuca sativa var. longifolia,9,Green Canopy Cover Estimation from Field Scanner RGB images
2020-11-02T12:00:00,29.9,Lactuca sativa var. longifolia,10,Green Canopy Cover Estimation from Field Scanner RGB images
2020-11-02T12:00:00,52.8,Lactuca sativa var. longifolia,3,Green Canopy Cover Estimation from Field Scanner RGB images
2020-11-02T12:00:00,91.9,Brassica oleracea var. italica,4,Green Canopy Cover Estimation from Field Scanner RGB images
2020-11-02T12:00:00,37.3,Lactuca sativa var. longifolia,9,Green Canopy Cover Estimation from Field Scanner RGB images
2020-11-02T12:00:00,29.9,Lactuca sativa var. longifolia,10,Green Canopy Cover Estimation from Field Scanner RGB images
2020-11-02T12:00:00,52.8,Lactuca sativa var. longifolia,3,Green Canopy Cover Estimation from Field Scanner RGB images
2020-11-02T12:00:00,91.9,Brassica oleracea var. italica,4,Green Canopy Cover Estimation from Field Scanner RGB images
2020-11-02T12:00:00,37.3,Lactuca sativa var. longifolia,9,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-15T12:00:00,0.273,Lactuca sativa var. longifolia,10,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-15T12:00:00,3.26,Lactuca sativa var. longifolia,3,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-15T12:00:00,39.9,Brassica oleracea var. italica,4,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-15T12:00:00,0.0401,Lactuca sativa var. longifolia,9,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-15T12:00:00,0.273,Lactuca sativa var. longifolia,10,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-15T12:00:00,3.26,Lactuca sativa var. longifolia,3,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-15T12:00:00,39.9,Brassica oleracea var. italica,4,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-15T12:00:00,0.0401,Lactuca sativa var. longifolia,9,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-15T12:00:00,0.273,Lactuca sativa var. longifolia,10,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-15T12:00:00,3.26,Lactuca sativa var. longifolia,3,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-15T12:00:00,39.9,Brassica oleracea var. italica,4,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-15T12:00:00,0.0401,Lactuca sativa var. longifolia,9,Green Canopy Cover Estimation from Field Scanner RGB images
2020-11-04T12:00:00,37.7,Lactuca sativa var. longifolia,10,Green Canopy Cover Estimation from Field Scanner RGB images
2020-11-04T12:00:00,58.1,Lactuca sativa var. longifolia,3,Green Canopy Cover Estimation from Field Scanner RGB images
2020-11-04T12:00:00,93.3,Brassica oleracea var. italica,4,Green Canopy Cover Estimation from Field Scanner RGB images
2020-11-04T12:00:00,48.5,Lactuca sativa var. longifolia,9,Green Canopy Cover Estimation from Field Scanner RGB images
2020-11-04T12:00:00,37.7,Lactuca sativa var. longifolia,10,Green Canopy Cover Estimation from Field Scanner RGB images
2020-11-04T12:00:00,58.1,Lactuca sativa var. longifolia,3,Green Canopy Cover Estimation from Field Scanner RGB images
2020-11-04T12:00:00,93.3,Brassica oleracea var. italica,4,Green Canopy Cover Estimation from Field Scanner RGB images
2020-11-04T12:00:00,48.5,Lactuca sativa var. longifolia,9,Green Canopy Cover Estimation from Field Scanner RGB images
2020-11-04T12:00:00,37.7,Lactuca sativa var. longifolia,10,Green Canopy Cover Estimation from Field Scanner RGB images
2020-11-04T12:00:00,58.1,Lactuca sativa var. longifolia,3,Green Canopy Cover Estimation from Field Scanner RGB images
2020-11-04T12:00:00,93.3,Brassica oleracea var. italica,4,Green Canopy Cover Estimation from Field Scanner RGB images
2020-11-04T12:00:00,48.5,Lactuca sativa var. longifolia,9,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-05T12:00:00,0,Lactuca sativa var. longifolia,10,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-05T12:00:00,0.0105,Lactuca sativa var. longifolia,3,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-05T12:00:00,8.92,Brassica oleracea var. italica,4,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-05T12:00:00,0.0124,Lactuca sativa var. longifolia,9,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-20T12:00:00,1.34,Lactuca sativa var. longifolia,10,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-20T12:00:00,13.5,Lactuca sativa var. longifolia,3,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-20T12:00:00,70.7,Brassica oleracea var. italica,4,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-20T12:00:00,0.53,Lactuca sativa var. longifolia,9,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-20T12:00:00,1.34,Lactuca sativa var. longifolia,10,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-20T12:00:00,13.5,Lactuca sativa var. longifolia,3,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-20T12:00:00,70.7,Brassica oleracea var. italica,4,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-20T12:00:00,0.53,Lactuca sativa var. longifolia,9,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-20T12:00:00,1.34,Lactuca sativa var. longifolia,10,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-20T12:00:00,13.5,Lactuca sativa var. longifolia,3,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-20T12:00:00,70.7,Brassica oleracea var. italica,4,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-20T12:00:00,0.53,Lactuca sativa var. longifolia,9,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-12T12:00:00,0.0064,Lactuca sativa var. longifolia,10,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-12T12:00:00,6.06,Lactuca sativa var. longifolia,3,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-12T12:00:00,38.6,Brassica oleracea var. italica,4,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-12T12:00:00,0.0165,Lactuca sativa var. longifolia,9,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-30T12:00:00,20,Lactuca sativa var. capitata,iceberg,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-30T12:00:00,20,Lactuca sativa var. capitata,iceberg,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-30T12:00:00,20,Lactuca sativa var. capitata,iceberg,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-08T12:00:00,0,Lactuca sativa var. longifolia,10,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-08T12:00:00,0.781,Lactuca sativa var. longifolia,3,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-08T12:00:00,22.2,Brassica oleracea var. italica,4,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-08T12:00:00,0.00662,Lactuca sativa var. longifolia,9,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-14T12:00:00,0.121,Lactuca sativa var. longifolia,10,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-14T12:00:00,2.66,Lactuca sativa var. longifolia,3,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-14T12:00:00,38.7,Brassica oleracea var. italica,4,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-14T12:00:00,0.0286,Lactuca sativa var. longifolia,9,Green Canopy Cover Estimation from Field Scanner RGB images
2020-09-30T12:00:00,0.0123,Lactuca sativa var. longifolia,10,Green Canopy Cover Estimation from Field Scanner RGB images
2020-09-30T12:00:00,0.000328,Lactuca sativa var. longifolia,3,Green Canopy Cover Estimation from Field Scanner RGB images
2020-09-30T12:00:00,0.163,Brassica oleracea var. italica,4,Green Canopy Cover Estimation from Field Scanner RGB images
2020-09-30T12:00:00,0.0162,Lactuca sativa var. longifolia,9,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-23T12:00:00,5.23,Lactuca sativa var. longifolia,10,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-23T12:00:00,29.2,Lactuca sativa var. longifolia,3,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-23T12:00:00,80.3,Brassica oleracea var. italica,4,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-23T12:00:00,4.8,Lactuca sativa var. longifolia,9,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-21T12:00:00,2.18,Lactuca sativa var. longifolia,10,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-21T12:00:00,17.4,Lactuca sativa var. longifolia,3,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-21T12:00:00,74.8,Brassica oleracea var. italica,4,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-21T12:00:00,0.712,Lactuca sativa var. longifolia,9,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-07T12:00:00,0,Lactuca sativa var. longifolia,10,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-07T12:00:00,0.362,Lactuca sativa var. longifolia,3,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-07T12:00:00,18,Brassica oleracea var. italica,4,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-07T12:00:00,0.00693,Lactuca sativa var. longifolia,9,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-13T12:00:00,0.0518,Lactuca sativa var. longifolia,10,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-13T12:00:00,1.76,Lactuca sativa var. longifolia,3,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-13T12:00:00,39.8,Brassica oleracea var. italica,4,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-13T12:00:00,0.0114,Lactuca sativa var. longifolia,9,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-22T12:00:00,4.13,Lactuca sativa var. longifolia,10,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-22T12:00:00,23,Lactuca sativa var. longifolia,3,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-22T12:00:00,81.2,Brassica oleracea var. italica,4,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-22T12:00:00,2.39,Lactuca sativa var. longifolia,9,Green Canopy Cover Estimation from Field Scanner RGB images
2020-11-05T12:00:00,39.4,Lactuca sativa var. longifolia,10,Green Canopy Cover Estimation from Field Scanner RGB images
2020-11-05T12:00:00,58.6,Lactuca sativa var. longifolia,3,Green Canopy Cover Estimation from Field Scanner RGB images
2020-11-05T12:00:00,93.5,Brassica oleracea var. italica,4,Green Canopy Cover Estimation from Field Scanner RGB images
2020-11-05T12:00:00,48,Lactuca sativa var. longifolia,9,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-09T12:00:00,1.04e-06,Lactuca sativa var. longifolia,10,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-09T12:00:00,1.42,Lactuca sativa var. longifolia,3,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-09T12:00:00,21.5,Brassica oleracea var. italica,4,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-09T12:00:00,0.0133,Lactuca sativa var. longifolia,9,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-28T12:00:00,12.4,Lactuca sativa var. longifolia,10,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-28T12:00:00,36.6,Lactuca sativa var. longifolia,3,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-28T12:00:00,82.3,Brassica oleracea var. italica,4,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-28T12:00:00,13.4,Lactuca sativa var. longifolia,9,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-02T12:00:00,0.0242,Lactuca sativa var. longifolia,10,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-02T12:00:00,0.00228,Lactuca sativa var. longifolia,3,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-02T12:00:00,2.91,Brassica oleracea var. italica,4,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-02T12:00:00,0.0178,Lactuca sativa var. longifolia,9,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-29T12:00:00,16.1,Lactuca sativa var. longifolia,10,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-29T12:00:00,35.6,Lactuca sativa var. longifolia,3,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-29T12:00:00,87.4,Brassica oleracea var. italica,4,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-29T12:00:00,13.4,Lactuca sativa var. longifolia,9,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-19T12:00:00,1.11,Lactuca sativa var. longifolia,10,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-19T12:00:00,8.96,Lactuca sativa var. longifolia,3,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-19T12:00:00,64.6,Brassica oleracea var. italica,4,Green Canopy Cover Estimation from Field Scanner RGB images
2020-10-19T12:00:00,0.249,Lactuca sativa var. longifolia,9,Green Canopy Cover Estimation from Field Scanner RGB images
